rank;alpha;lambda;model_ids;residual_deviance
1;[0.0];1,62975083462064e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_547;35464,0884427233
2;[0.0];1,51991108295293e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_296;35464,0895388162
3;[0.0];1,41747416292680e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_30;35464,1162105983
4;[0.0];1,74752840000768e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_421;35464,1253245994
5;[0.0];1,32194114846603e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_135;35464,1389676249
6;[0.0];1,87381742286038e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_398;35464,1445930218
7;[0.0];1,23284673944207e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_141;35464,1712463867
8;[0.0];1,14975699539774e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_373;35464,2131107343
9;[0.0];2,00923300256505e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_308;35464,2513503619
10;[0.0];1,07226722201032e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_239;35464,2646232576
11;[0.0];1,00000000000000e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_257;35464,3258348858
12;[0.0];2,15443469003189e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_137;35464,3527458876
13;[0.0];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_82;35464,3967743224
14;[0.0];8,69749002617783e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_430;35464,4774379771
15;[0.0];2,31012970008316e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_564;35464,5236642870
16;[0.0];8,11130830789687e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_396;35464,5677810162
17;[0.0];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_459;35464,6677100545
18;[0.0];2,47707635599171e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_476;35464,6693015575
19;[0.0];2,65608778294668e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_482;35464,7753708667
20;[0.0];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_39;35464,7770778831
21;[0.0];2,84803586843580e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_318;35464,7988874623
22;[0.0];3,05385550883341e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_581;35464,8389055974
23;[0.0];3,27454916287773e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_128;35464,8950455705
24;[0.0];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_76;35464,8956804697
25;[0.0];3,51119173421513e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_438;35464,9669976275
26;[0.0];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_413;35465,0232563134
27;[0.0];3,76493580679247e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_268;35465,0545330758
28;[0.0];4,03701725859656e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_102;35465,1575150797
29;[0.0];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_291;35465,1594880742
30;[0.0];4,32876128108306e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_246;35465,2759093313
31;[0.0];5,33669923120631e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_75;35465,3040062479
32;[0.0];4,32876128108306e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_295;35465,3391262327
33;[0.0];4,64158883361278e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_244;35465,4097947655
34;[0.0];4,97702356433211e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_368;35465,4563945173
35;[0.0];4,97702356433211e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_543;35465,5593744366
36;[0.0];4,64158883361278e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_53;35465,6161962952
37;[0.0];4,03701725859656e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_529;35465,6812641521
38;[0.0];5,33669923120631e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_126;35465,7249866001
39;[0.0];2,00923300256505e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_245;35465,7662917104
40;[0.0];3,76493580679247e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_175;35465,8161768323
41;[0.0];1,87381742286038e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_113;35465,8394193129
42;[0.0];5,72236765935022e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_63;35465,9071159592
43;[0.0];1,74752840000768e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_496;35465,9115402278
44;[0.0];2,47707635599171e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_29;35465,9332275907
45;[0.0];3,51119173421513e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_177;35465,9539945827
46;[0.0];1,62975083462064e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_165;35465,9825163772
47;[0.0];2,65608778294668e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_523;35465,9970321940
48;[0.0];3,05385550883341e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_567;35466,0168405016
49;[0.0];2,31012970008316e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_539;35466,0308667260
50;[0.0];1,51991108295293e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_366;35466,0522216168
51;[0.0];3,27454916287773e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_573;35466,0943392973
52;[0.0];6,13590727341318e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_514;35466,1064049538
53;[0.0];1,41747416292680e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_123;35466,1205415095
54;[0.0];1,32194114846603e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_493;35466,1278297948
55;[0.0];2,15443469003188e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_152;35466,1280508153
56;[0.0];2,84803586843580e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_256;35466,1433164533
57;[0.0];1,23284673944207e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_108;35466,1911062162
58;[0.0];1,14975699539774e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_323;35466,2528265324
59;[0.0];1,07226722201032e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_436;35466,3129197107
60;[0.0];6,57933224657568e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_162;35466,3236648877
61;[0.0];1,00000000000000e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_566;35466,3713229933
62;[0.0];7,05480231071865e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_249;35466,5598866271
63;[0.0];7,56463327554629e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_198;35466,8162505588
64;[0.0];8,11130830789687e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_181;35467,0941354642
65;[0.0];8,69749002617783e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_586;35467,3951259582
66;[0.0];9,32603346883220e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_542;35467,7210181480
67;[0.0];1,00000000000000e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_38;35468,0738231837
68;[0.0];1,07226722201032e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_464;35468,4557684051
69;[0.02];1,51991108295293e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_468;35468,6800324611
70;[0.02];1,00000000000000e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_131;35468,8077756126
71;[0.0];1,14975699539774e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_255;35468,8692958248
72;[0.02];1,07226722201032e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_139;35469,0495082638
73;[0.02];1,74752840000768e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_68;35469,0711982978
74;[0.02];2,15443469003189e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_208;35469,1023520308
75;[0.02];1,41747416292680e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_597;35469,1562937095
76;[0.02];1,14975699539774e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_14;35469,1630417144
77;[0.02];2,00923300256505e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_354;35469,2416768070
78;[0.02];1,62975083462064e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_31;35469,2462709235
79;[0.02];1,14975699539774e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_405;35469,2592003773
80;[0.02];1,87381742286038e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_353;35469,2599831218
81;[0.02];1,32194114846603e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_106;35469,2873551055
82;[0.0];1,23284673944207e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_297;35469,3170577334
83;[0.02];1,07226722201032e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_228;35469,3313686693
84;[0.02];1,00000000000000e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_178;35469,3476790892
85;[0.04];1,51991108295293e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_395;35469,3963895485
86;[0.02];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_57;35469,4052715379
87;[0.02];2,31012970008316e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_166;35469,4244254380
88;[0.02];2,84803586843580e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_221;35469,4351487388
89;[0.04];1,41747416292680e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_309;35469,4635323939
90;[0.02];1,23284673944207e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_425;35469,4816177538
91;[0.04];1,87381742286038e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_132;35469,4879747701
92;[0.02];2,47707635599171e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_546;35469,4893139709
93;[0.02];2,65608778294668e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_528;35469,5617831676
94;[0.02];3,27454916287773e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_453;35469,5663503800
95;[0.04];1,62975083462064e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_417;35469,5688012782
96;[0.04];1,74752840000768e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_557;35469,5935420043
97;[0.02];8,11130830789687e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_47;35469,6093674833
98;[0.04];1,23284673944207e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_73;35469,6286725235
99;[0.02];3,05385550883341e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_275;35469,6291778407
100;[0.02];8,69749002617783e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_338;35469,6337880656
101;[0.04];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_193;35469,6368468823
102;[0.02];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_481;35469,6376514056
103;[0.04];8,11130830789687e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_218;35469,6513800309
104;[0.02];1,62975083462064e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_571;35469,6932355285
105;[0.04];8,69749002617783e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_365;35469,7088632081
106;[0.02];3,51119173421513e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_584;35469,7114812542
107;[0.02];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_51;35469,7407598919
108;[0.04];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_505;35469,7443959961
109;[0.02];1,32194114846603e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_40;35469,7764548429
110;[0.02];3,76493580679247e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_596;35469,7827620895
111;[0.02];1,23284673944207e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_276;35469,7892313161
112;[0.06];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_274;35469,7994074409
113;[0.0];1,32194114846603e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_477;35469,8019092622
114;[0.04];1,32194114846603e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_74;35469,8079306324
115;[0.04];2,00923300256505e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_237;35469,8510155717
116;[0.06];1,51991108295293e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_265;35469,8595267288
117;[0.02];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_455;35469,8757149671
118;[0.06];1,23284673944207e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_411;35469,8798523012
119;[0.06];1,32194114846603e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_215;35469,8922797682
120;[0.06];1,14975699539774e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_419;35469,8931591241
121;[0.02];1,74752840000768e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_195;35469,9101522842
122;[0.06];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_444;35469,9143845808
123;[0.04];2,15443469003189e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_486;35469,9157504421
124;[0.04];1,07226722201032e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_89;35469,9234184260
125;[0.06];1,41747416292680e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_310;35469,9519538735
126;[0.08];5,33669923120631e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_445;35469,9648635330
127;[0.06];1,62975083462064e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_311;35469,9847480843
128;[0.04];1,00000000000000e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_94;35469,9868401561
129;[0.06];1,07226722201032e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_344;35469,9894274654
130;[0.06];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_65;35469,9945032283
131;[0.02];4,03701725859656e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_134;35469,9964265932
132;[0.04];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_154;35470,0041850126
133;[0.02];4,03701725859656e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_435;35470,0081095362
134;[0.06];1,74752840000768e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_374;35470,0169565315
135;[0.06];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_241;35470,0245190455
136;[0.06];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_168;35470,0435369187
137;[0.08];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_16;35470,0474432383
138;[0.04];2,47707635599171e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_263;35470,0580510047
139;[0.08];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_88;35470,0670827477
140;[0.04];2,31012970008316e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_105;35470,0707374438
141;[0.02];1,41747416292680e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_7;35470,0845516087
142;[0.02];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_125;35470,0891612916
143;[0.02];1,87381742286038e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_222;35470,1045301995
144;[0.08];8,11130830789687e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_534;35470,1083190564
145;[0.08];8,69749002617783e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_592;35470,1165264760
146;[0.06];8,11130830789687e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_317;35470,1263760910
147;[0.1];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_232;35470,1266119539
148;[0.04];2,65608778294668e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_199;35470,1310114328
149;[0.08];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_343;35470,1326453791
150;[0.06];8,69749002617783e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_330;35470,1494464316
151;[0.08];4,97702356433211e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_503;35470,1512205317
152;[0.08];1,07226722201032e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_121;35470,1693502397
153;[0.02];4,32876128108306e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_203;35470,1696633408
154;[0.08];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_207;35470,1702463964
155;[0.04];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_332;35470,1752543893
156;[0.04];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_11;35470,1843879610
157;[0.06];1,00000000000000e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_35;35470,2013798805
158;[0.02];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_340;35470,2045461594
159;[0.1];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_325;35470,2104416086
160;[0.02];3,76493580679247e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_301;35470,2480212548
161;[0.08];4,03701725859656e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_20;35470,2489642461
162;[0.04];7,05480231071865e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_100;35470,2513979855
163;[0.06];1,87381742286038e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_401;35470,2612843114
164;[0.04];5,33669923120631e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_443;35470,2643251517
165;[0.06];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_385;35470,2648091845
166;[0.1];6,13590727341318e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_219;35470,2663499501
167;[0.08];3,76493580679247e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_281;35470,2731876923
168;[0.04];3,76493580679247e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_101;35470,2742236776
169;[0.06];3,76493580679247e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_212;35470,2792475359
170;[0.06];2,00923300256505e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_71;35470,2917795141
171;[0.02];1,51991108295293e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_384;35470,2920684372
172;[0.02];4,64158883361278e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_562;35470,2928318280
173;[0.08];1,23284673944207e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_56;35470,3023458409
174;[0.04];2,84803586843580e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_553;35470,3044727964
175;[0.08];2,84803586843580e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_587;35470,3056038372
176;[0.02];5,33669923120631e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_91;35470,3166927592
177;[0.08];1,51991108295293e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_288;35470,3184198785
178;[0.1];5,72236765935022e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_313;35470,3196136780
179;[0.0];1,41747416292680e-04;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_598;35470,3268978004
180;[0.06];4,64158883361278e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_327;35470,3273866914
181;[0.02];2,00923300256505e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_223;35470,3454941268
182;[0.1];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_58;35470,3509187141
183;[0.08];1,14975699539774e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_359;35470,3519740155
184;[0.08];3,51119173421513e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_305;35470,3538865000
185;[0.06];4,97702356433211e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_182;35470,3563332272
186;[0.04];4,03701725859656e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_378;35470,3586715994
187;[0.02];4,32876128108306e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_456;35470,3615395275
188;[0.06];3,51119173421513e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_303;35470,3631680335
189;[0.08];1,62975083462064e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_269;35470,3731870175
190;[0.08];6,57933224657568e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_520;35470,3786504765
191;[0.08];1,32194114846603e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_582;35470,3847492926
192;[0.06];2,47707635599171e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_554;35470,3854962050
193;[0.08];9,32603346883220e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_18;35470,3867185525
194;[0.04];4,64158883361278e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_250;35470,3942848639
195;[0.04];4,97702356433211e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_164;35470,4019648871
196;[0.04];1,14975699539774e-05;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_462;35470,4024892917
197;[0.1];5,33669923120631e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_531;35470,4203491846
198;[0.08];4,64158883361278e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_423;35470,4212002282
199;[0.08];2,65608778294668e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_15;35470,4234289324
200;[0.04];3,51119173421513e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_60;35470,4257737131
201;[0.08];2,31012970008316e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_424;35470,4313934250
202;[0.1];7,56463327554629e-06;Grid_GLM_auto_train_cooked_sid_9f7c_1_model_R_1617903761656_84_model_469;35470,4315386560
